음식이름,영양성분,함유량
커피번,당질,284.55g
커피번,레티놀,487.06㎍
커피번,비타민 A,295.56㎍RE
커피번,비타민 B,60.88mg
커피번,비타민 C,0.00mg
커피번,비타민 E,4.79mg
커피번,식이섬유,7.23g
커피번,아연,5.34mg
커피번,엽산,94.74㎍
커피번,인,996.54mg
커피번,지질,85.65g
커피번,철분,4.78mg
커피번,칼륨,817.60mg
커피번,칼슘,466.64mg
커피번,콜레스테롤,447.27mg
꽃게된장찌개,베타카로틴,"2,439.31㎍"
꽃게된장찌개,니아신,7.99mg
꽃게된장찌개,나트륨,"1,339.55mg"
꽃게된장찌개,단백질,41.37g
꽃게된장찌개,당질,18.41g
꽃게된장찌개,레티놀,0.00㎍
꽃게된장찌개,비타민 A,407.17㎍RE
꽃게된장찌개,비타민 B,60.64mg
꽃게된장찌개,비타민 C,48.21mg
꽃게된장찌개,비타민 E,4.86mg
꽃게된장찌개,식이섬유,8.70g
꽃게된장찌개,아연,3.45mg
꽃게된장찌개,엽산,64.46㎍
꽃게된장찌개,인,538.21mg
꽃게된장찌개,지질,13.14g
꽃게된장찌개,철분,6.76mg
꽃게된장찌개,칼륨,"1,064.23mg"
꽃게된장찌개,칼슘,361.28mg
꽃게된장찌개,콜레스테롤,157.50mg
고추전,베타카로틴,502.14㎍
고추전,니아신,5.10mg
고추전,나트륨,325.64mg
고추전,단백질,23.86g
고추전,당질,25.88g
고추전,레티놀,97.80㎍
고추전,비타민 A,181.50㎍RE
고추전,비타민 B,60.64mg
고추전,비타민 C,109.90mg
고추전,비타민 E,2.51mg
고추전,식이섬유,12.78g
고추전,아연,2.42mg
고추전,엽산,36.25㎍
고추전,인,299.37mg
고추전,지질,12.34g
고추전,철분,3.69mg
고추전,칼륨,645.90mg
고추전,칼슘,42.70mg
고추전,콜레스테롤,308.50mg
스콘,베타카로틴,88.15㎍
스콘,니아신,3.42mg
스콘,나트륨,"2,296.20mg"
스콘,단백질,34.92g
스콘,당질,261.76g
스콘,레티놀,283.00㎍
스콘,비타민 A,294.80㎍RE
스콘,비타민 B,60.45mg
스콘,비타민 C,1.05mg
스콘,비타민 E,2.33mg
스콘,식이섬유,8.42g
스콘,아연,2.62mg
스콘,엽산,80.74㎍
스콘,인,506.56mg
스콘,지질,59.35g
스콘,철분,3.50mg
스콘,칼륨,527.40mg
스콘,칼슘,540.51mg
스콘,콜레스테롤,215.10mg
참치액젓,베타카로틴,0.00㎍
참치액젓,니아신,2.40mg
참치액젓,나트륨,"5,710.00mg"
참치액젓,단백질,6.50g
참치액젓,당질,0.30g
참치액젓,레티놀,0.00㎍
참치액젓,비타민 A,0.00㎍RE
참치액젓,비타민 B,60.03mg
참치액젓,비타민 C,0.00mg
참치액젓,비타민 E,0.40mg
참치액젓,식이섬유,0.00g
참치액젓,아연,0.00mg
참치액젓,엽산,0.00㎍
참치액젓,인,24.00mg
참치액젓,지질,0.00g
참치액젓,철분,1.20mg
참치액젓,칼륨,350.00mg
참치액젓,칼슘,29.00mg
참치액젓,콜레스테롤,40.00mg
라볶이,베타카로틴,"2,772.41㎍"
라볶이,니아신,3.76mg
라볶이,나트륨,"2,243.09mg"
라볶이,단백질,28.38g
라볶이,당질,146.50g
라볶이,레티놀,76.50㎍
라볶이,비타민 A,538.73㎍RE
라볶이,비타민 B,61.12mg
라볶이,비타민 C,17.87mg
라볶이,비타민 E,3.81mg
라볶이,식이섬유,9.40g
라볶이,아연,1.83mg
라볶이,엽산,75.87㎍
라볶이,인,346.61mg
라볶이,지질,30.28g
라볶이,철분,3.74mg
라볶이,칼륨,896.31mg
라볶이,칼슘,117.96mg
라볶이,콜레스테롤,247.30mg
두부전골,베타카로틴,"3,775.10㎍"
두부전골,니아신,17.45mg
두부전골,나트륨,"2,066.65mg"
두부전골,단백질,94.78g
두부전골,당질,55.73g
두부전골,레티놀,109.80㎍
두부전골,비타민 A,739.25㎍RE
두부전골,비타민 B,62.32mg
두부전골,비타민 C,49.40mg
두부전골,비타민 E,6.76mg
두부전골,식이섬유,23.90g
두부전골,아연,10.16mg
두부전골,엽산,189.64㎍
두부전골,인,"1,190.90mg"
두부전골,지질,44.46g
두부전골,철분,24.27mg
두부전골,칼륨,"1,746.58mg"
두부전골,칼슘,"1,049.35mg"
두부전골,콜레스테롤,356.30mg
장어구이양념,베타카로틴,"1,708.53㎍"
장어구이양념,니아신,1.90mg
장어구이양념,나트륨,"2,565.80mg"
장어구이양념,단백질,4.55g
장어구이양념,당질,32.38g
장어구이양념,레티놀,0.00㎍
장어구이양념,비타민 A,284.82㎍RE
장어구이양념,비타민 B,60.57mg
장어구이양념,비타민 C,4.60mg
장어구이양념,비타민 E,1.08mg
장어구이양념,식이섬유,3.31g
장어구이양념,아연,0.34mg
장어구이양념,엽산,33.42㎍
장어구이양념,인,103.55mg
장어구이양념,지질,1.49g
장어구이양념,철분,1.67mg
장어구이양념,칼륨,387.60mg
장어구이양념,칼슘,33.92mg
장어구이양념,콜레스테롤,0.00mg
버섯칼국수,베타카로틴,"6,093.39㎍"
버섯칼국수,니아신,17.77mg
버섯칼국수,나트륨,"5,256.13mg"
버섯칼국수,단백질,29.42g
버섯칼국수,당질,169.53g
버섯칼국수,레티놀,0.00㎍
버섯칼국수,비타민 A,"1,039.87㎍RE"
버섯칼국수,비타민 B,60.80mg
버섯칼국수,비타민 C,18.75mg
버섯칼국수,비타민 E,1.84mg
버섯칼국수,식이섬유,22.25g
버섯칼국수,아연,2.87mg
버섯칼국수,엽산,90.23㎍
버섯칼국수,인,500.98mg
버섯칼국수,지질,9.41g
버섯칼국수,철분,11.49mg
버섯칼국수,칼륨,"1,907.55mg"
버섯칼국수,칼슘,73.84mg
버섯칼국수,콜레스테롤,0.00mg
냉채족발,베타카로틴,"7,870.28㎍"
냉채족발,니아신,33.12mg
냉채족발,나트륨,"5,921.51mg"
냉채족발,단백질,73.36g
냉채족발,당질,128.42g
냉채족발,레티놀,6.00㎍
냉채족발,비타민 A,"1,317.60㎍RE"
냉채족발,비타민 B,63.87mg
냉채족발,비타민 C,123.23mg
냉채족발,비타민 E,7.46mg
냉채족발,식이섬유,11.63g
냉채족발,아연,11.50mg
냉채족발,엽산,345.17㎍
냉채족발,인,"1,262.29mg"
냉채족발,지질,41.94g
냉채족발,철분,48.03mg
냉채족발,칼륨,"3,169.25mg"
냉채족발,칼슘,222.67mg
냉채족발,콜레스테롤,230.00mg
감자피자,베타카로틴,19.85㎍
감자피자,니아신,2.50mg
감자피자,나트륨,963.37mg
감자피자,단백질,28.68g
감자피자,당질,87.75g
감자피자,레티놀,20.90㎍
감자피자,비타민 A,134.40㎍RE
감자피자,비타민 B,60.40mg
감자피자,비타민 C,23.10mg
감자피자,비타민 E,3.11mg
감자피자,식이섬유,4.34g
감자피자,아연,3.04mg
감자피자,엽산,49.06㎍
감자피자,인,416.08mg
감자피자,지질,38.33g
감자피자,철분,2.20mg
감자피자,칼륨,579.50mg
감자피자,칼슘,385.45mg
감자피자,콜레스테롤,64.15mg
피자빵,베타카로틴,"1,351.00㎍"
피자빵,니아신,3.34mg
피자빵,나트륨,813.77mg
피자빵,단백질,18.56g
피자빵,당질,54.66g
피자빵,레티놀,20.90㎍
피자빵,비타민 A,298.87㎍RE
피자빵,비타민 B,60.45mg
피자빵,비타민 C,85.36mg
피자빵,비타민 E,3.38mg
피자빵,식이섬유,5.60g
피자빵,아연,2.05mg
피자빵,엽산,44.43㎍
피자빵,인,299.58mg
피자빵,지질,17.72g
피자빵,철분,1.99mg
피자빵,칼륨,703.12mg
피자빵,칼슘,258.80mg
피자빵,콜레스테롤,58.05mg
두부튀김,베타카로틴,0.03㎍
두부튀김,니아신,1.03mg
두부튀김,나트륨,832.90mg
두부튀김,단백질,11.73g
두부튀김,당질,41.63g
두부튀김,레티놀,0.00㎍
두부튀김,비타민 A,0.01㎍RE
두부튀김,비타민 B,60.21mg
두부튀김,비타민 C,0.09mg
두부튀김,비타민 E,9.00mg
두부튀김,식이섬유,3.15g
두부튀김,아연,1.32mg
두부튀김,엽산,22.04㎍
두부튀김,인,155.27mg
두부튀김,지질,12.30g
두부튀김,철분,3.93mg
두부튀김,칼륨,82.96mg
두부튀김,칼슘,202.49mg
두부튀김,콜레스테롤,0.00mg
브라우니,베타카로틴,84.50㎍
브라우니,니아신,1.32mg
브라우니,나트륨,973.80mg
브라우니,단백질,21.04g
브라우니,당질,170.89g
브라우니,레티놀,323.15㎍
브라우니,비타민 A,442.90㎍RE
브라우니,비타민 B,60.59mg
브라우니,비타민 C,0.90mg
브라우니,비타민 E,2.78mg
브라우니,식이섬유,4.78g
브라우니,아연,2.22mg
브라우니,엽산,27.09㎍
브라우니,인,459.33mg
브라우니,지질,91.81g
브라우니,철분,4.90mg
브라우니,칼륨,779.80mg
브라우니,칼슘,399.13mg
브라우니,콜레스테롤,468.75mg
꽈리고추찜,베타카로틴,"3,623.95㎍"
꽈리고추찜,니아신,4.86mg
꽈리고추찜,나트륨,"1,555.75mg"
꽈리고추찜,단백질,12.26g
꽈리고추찜,당질,43.93g
꽈리고추찜,레티놀,0.00㎍
꽈리고추찜,비타민 A,604.65㎍RE
꽈리고추찜,비타민 B,60.80mg
꽈리고추찜,비타민 C,138.25mg
꽈리고추찜,비타민 E,10.87mg
꽈리고추찜,식이섬유,21.11g
꽈리고추찜,아연,0.90mg
꽈리고추찜,엽산,60.18㎍
꽈리고추찜,인,197.35mg
꽈리고추찜,지질,32.82g
꽈리고추찜,철분,2.63mg
꽈리고추찜,칼륨,869.90mg
꽈리고추찜,칼슘,64.10mg
꽈리고추찜,콜레스테롤,0.00mg
두부김치,베타카로틴,"6,785.94㎍"
두부김치,니아신,16.69mg
두부김치,나트륨,"5,324.99mg"
두부김치,단백질,81.18g
두부김치,당질,62.32g
두부김치,레티놀,4.00㎍
두부김치,비타민 A,"1,134.34㎍RE"
두부김치,비타민 B,62.61mg
두부김치,비타민 C,42.34mg
두부김치,비타민 E,21.79mg
두부김치,식이섬유,31.64g
두부김치,아연,10.36mg
두부김치,엽산,215.26㎍
두부김치,인,"1,184.91mg"
두부김치,지질,78.28g
두부김치,철분,21.79mg
두부김치,칼륨,"2,005.22mg"
두부김치,칼슘,899.25mg
두부김치,콜레스테롤,120.40mg
김치라면,베타카로틴,766.78㎍
김치라면,니아신,1.55mg
김치라면,나트륨,"2,922.28mg"
김치라면,단백질,10.93g
김치라면,당질,61.60g
김치라면,레티놀,0.00㎍
김치라면,비타민 A,100.18㎍RE
김치라면,비타민 B,60.21mg
김치라면,비타민 C,12.60mg
김치라면,비타민 E,0.54mg
김치라면,식이섬유,6.14g
김치라면,아연,0.75mg
김치라면,엽산,49.54㎍
김치라면,인,138.26mg
김치라면,지질,18.91g
김치라면,철분,1.21mg
김치라면,칼륨,495.98mg
김치라면,칼슘,74.08mg
김치라면,콜레스테롤,2.12mg
콩나물북엇국,베타카로틴,"1,193.02㎍"
콩나물북엇국,니아신,2.92mg
콩나물북엇국,나트륨,822.90mg
콩나물북엇국,단백질,28.27g
콩나물북엇국,당질,4.37g
콩나물북엇국,레티놀,0.00㎍
콩나물북엇국,비타민 A,198.96㎍RE
콩나물북엇국,비타민 B,60.73mg
콩나물북엇국,비타민 C,29.56mg
콩나물북엇국,비타민 E,4.92mg
콩나물북엇국,식이섬유,3.72g
콩나물북엇국,아연,0.60mg
콩나물북엇국,엽산,17.79㎍
콩나물북엇국,인,346.35mg
콩나물북엇국,지질,12.21g
콩나물북엇국,철분,1.85mg
콩나물북엇국,칼륨,746.76mg
콩나물북엇국,칼슘,171.37mg
콩나물북엇국,콜레스테롤,95.04mg
양념된장,베타카로틴,0.00㎍
양념된장,니아신,1.70mg
양념된장,나트륨,"4,245.00mg"
양념된장,단백질,12.00g
양념된장,당질,10.70g
양념된장,레티놀,0.00㎍
양념된장,비타민 A,0.00㎍RE
양념된장,비타민 B,60.22mg
양념된장,비타민 C,33.00mg
양념된장,비타민 E,1.08mg
양념된장,식이섬유,2.29g
양념된장,아연,0.58mg
양념된장,엽산,0.00㎍
양념된장,인,141.00mg
양념된장,지질,4.10g
양념된장,철분,5.10mg
양념된장,칼륨,696.00mg
양념된장,칼슘,122.00mg
양념된장,콜레스테롤,0.00mg
부추김치,베타카로틴,"9,072.00㎍"
부추김치,니아신,7.48mg
부추김치,나트륨,"2,613.95mg"
부추김치,단백질,14.41g
부추김치,당질,25.69g
부추김치,레티놀,0.00㎍
부추김치,비타민 A,"2,150.00㎍RE"
부추김치,비타민 B,60.96mg
부추김치,비타민 C,50.25mg
부추김치,비타민 E,3.58mg
부추김치,식이섬유,20.11g
부추김치,아연,1.81mg
부추김치,엽산,114.31㎍
부추김치,인,136.40mg
부추김치,지질,6.04g
부추김치,철분,7.14mg
부추김치,칼륨,"1,823.50mg"
부추김치,칼슘,80.25mg
부추김치,콜레스테롤,60.30mg
탕국,베타카로틴,"2,589.00㎍"
탕국,니아신,10.61mg
탕국,나트륨,"4,236.60mg"
탕국,단백질,58.32g
탕국,당질,37.45g
탕국,레티놀,240.00㎍
탕국,비타민 A,672.00㎍RE
탕국,비타민 B,60.97mg
탕국,비타민 C,37.00mg
탕국,비타민 E,6.03mg
탕국,식이섬유,10.03g
탕국,아연,7.27mg
탕국,엽산,128.10㎍
탕국,인,926.00mg
탕국,지질,23.65g
탕국,철분,12.65mg
탕국,칼륨,805.64mg
탕국,칼슘,528.38mg
탕국,콜레스테롤,628.00mg
불낙전골,베타카로틴,"3,326.58㎍"
불낙전골,니아신,10.17mg
불낙전골,나트륨,"3,766.28mg"
불낙전골,단백질,48.97g
불낙전골,당질,32.93g
불낙전골,레티놀,10.50㎍
불낙전골,비타민 A,564.84㎍RE
불낙전골,비타민 B,61.14mg
불낙전골,비타민 C,71.20mg
불낙전골,비타민 E,4.99mg
불낙전골,식이섬유,8.66g
불낙전골,아연,6.27mg
불낙전골,엽산,66.27㎍
불낙전골,인,514.14mg
불낙전골,지질,10.16g
불낙전골,철분,6.91mg
불낙전골,칼륨,"1,320.68mg"
불낙전골,칼슘,198.90mg
불낙전골,콜레스테롤,229.90mg
볶은 고추장,베타카로틴,419.94㎍
볶은 고추장,니아신,1.09mg
볶은 고추장,나트륨,457.20mg
볶은 고추장,단백질,2.13g
볶은 고추장,당질,7.75g
볶은 고추장,레티놀,1.20㎍
볶은 고추장,비타민 A,71.22㎍RE
볶은 고추장,비타민 B,60.21mg
볶은 고추장,비타민 C,0.20mg
볶은 고추장,비타민 E,1.46mg
볶은 고추장,식이섬유,0.76g
볶은 고추장,아연,0.34mg
볶은 고추장,엽산,13.84㎍
볶은 고추장,인,46.60mg
볶은 고추장,지질,0.47g
볶은 고추장,철분,0.34mg
볶은 고추장,칼륨,100.78mg
볶은 고추장,칼슘,9.90mg
볶은 고추장,콜레스테롤,4.70mg
홀토마토,베타카로틴,0.00㎍
홀토마토,니아신,0.10mg
홀토마토,나트륨,2.00mg
홀토마토,단백질,0.90g
홀토마토,당질,6.40g
홀토마토,레티놀,0.00㎍
홀토마토,비타민 A,0.00㎍RE
홀토마토,비타민 B,60.21mg
홀토마토,비타민 C,15.10mg
홀토마토,비타민 E,0.13mg
홀토마토,식이섬유,2.22g
홀토마토,아연,0.21mg
홀토마토,엽산,17.00㎍
홀토마토,인,25.00mg
홀토마토,지질,0.10g
홀토마토,철분,0.30mg
홀토마토,칼륨,59.00mg
홀토마토,칼슘,10.00mg
홀토마토,콜레스테롤,1.00mg
더덕구이,베타카로틴,932.55㎍
더덕구이,니아신,3.31mg
더덕구이,나트륨,"3,568.08mg"
더덕구이,단백질,18.45g
더덕구이,당질,80.77g
더덕구이,레티놀,0.00㎍
더덕구이,비타민 A,155.45㎍RE
더덕구이,비타민 B,60.84mg
더덕구이,비타민 C,24.75mg
더덕구이,비타민 E,11.33mg
더덕구이,식이섬유,21.23g
더덕구이,아연,1.14mg
더덕구이,엽산,51.74㎍
더덕구이,인,471.70mg
더덕구이,지질,34.69g
더덕구이,철분,8.91mg
더덕구이,칼륨,"1,006.41mg"
더덕구이,칼슘,193.10mg
더덕구이,콜레스테롤,0.00mg
유자청,베타카로틴,0.00㎍
유자청,니아신,1.00mg
유자청,나트륨,60.00mg
유자청,단백질,4.50g
유자청,당질,550.00g
유자청,레티놀,0.00㎍
유자청,비타민 A,0.00㎍RE
유자청,비타민 B,64.80mg
유자청,비타민 C,525.00mg
유자청,비타민 E,1.20mg
유자청,식이섬유,2.00g
유자청,아연,0.45mg
유자청,엽산,151.50㎍
유자청,인,85.00mg
유자청,지질,4.50g
유자청,철분,2.50mg
유자청,칼륨,980.00mg
유자청,칼슘,250.00mg
유자청,콜레스테롤,0.00mg
동태찜,베타카로틴,"1,813.42㎍"
동태찜,니아신,5.19mg
동태찜,나트륨,"2,789.83mg"
동태찜,단백질,52.73g
동태찜,당질,16.86g
동태찜,레티놀,27.00㎍
동태찜,비타민 A,329.60㎍RE
동태찜,비타민 B,60.52mg
동태찜,비타민 C,27.65mg
동태찜,비타민 E,4.68mg
동태찜,식이섬유,5.20g
동태찜,아연,1.35mg
동태찜,엽산,32.47㎍
동태찜,인,722.54mg
동태찜,지질,6.16g
동태찜,철분,3.22mg
동태찜,칼륨,"1,263.80mg"
동태찜,칼슘,229.63mg
동태찜,콜레스테롤,279.00mg
열무김치,베타카로틴,"18,242.10㎍"
열무김치,니아신,11.98mg
열무김치,나트륨,"49,935.15mg"
열무김치,단백질,51.12g
열무김치,당질,78.87g
열무김치,레티놀,0.00㎍
열무김치,비타민 A,"3,036.30㎍RE"
열무김치,비타민 B,62.47mg
열무김치,비타민 C,990.20mg
열무김치,비타민 E,11.69mg
열무김치,식이섬유,62.20g
열무김치,아연,6.35mg
열무김치,엽산,253.50㎍
열무김치,인,"1,213.30mg"
열무김치,지질,6.52g
열무김치,철분,22.06mg
열무김치,칼륨,"7,327.20mg"
열무김치,칼슘,"2,389.05mg"
열무김치,콜레스테롤,0.00mg
홍합미역국,베타카로틴,21.66㎍
홍합미역국,니아신,1.88mg
홍합미역국,나트륨,"1,527.66mg"
홍합미역국,단백질,8.30g
홍합미역국,당질,5.88g
홍합미역국,레티놀,0.00㎍
홍합미역국,비타민 A,3.64㎍RE
홍합미역국,비타민 B,60.10mg
홍합미역국,비타민 C,3.00mg
홍합미역국,비타민 E,2.09mg
홍합미역국,식이섬유,2.90g
홍합미역국,아연,1.33mg
홍합미역국,엽산,76.03㎍
홍합미역국,인,95.34mg
홍합미역국,지질,1.15g
홍합미역국,철분,2.32mg
홍합미역국,칼륨,577.30mg
홍합미역국,칼슘,58.80mg
홍합미역국,콜레스테롤,37.44mg
파인애플볶음밥,베타카로틴,"1,158.00㎍"
파인애플볶음밥,니아신,1.46mg
파인애플볶음밥,나트륨,733.59mg
파인애플볶음밥,단백질,5.61g
파인애플볶음밥,당질,62.27g
파인애플볶음밥,레티놀,0.00㎍
파인애플볶음밥,비타민 A,193.05㎍RE
파인애플볶음밥,비타민 B,60.20mg
파인애플볶음밥,비타민 C,11.80mg
파인애플볶음밥,비타민 E,11.16mg
파인애플볶음밥,식이섬유,3.12g
파인애플볶음밥,아연,1.58mg
파인애플볶음밥,엽산,19.35㎍
파인애플볶음밥,인,71.85mg
파인애플볶음밥,지질,14.51g
파인애플볶음밥,철분,1.49mg
파인애플볶음밥,칼륨,223.40mg
파인애플볶음밥,칼슘,26.40mg
파인애플볶음밥,콜레스테롤,0.00mg
닭고기케밥,베타카로틴,707.12㎍
닭고기케밥,니아신,19.06mg
닭고기케밥,나트륨,"2,797.39mg"
닭고기케밥,단백질,53.17g
닭고기케밥,당질,48.81g
닭고기케밥,레티놀,137.50㎍
닭고기케밥,비타민 A,259.55㎍RE
닭고기케밥,비타민 B,61.89mg
닭고기케밥,비타민 C,70.49mg
닭고기케밥,비타민 E,5.15mg
닭고기케밥,식이섬유,3.14g
닭고기케밥,아연,6.21mg
닭고기케밥,엽산,191.14㎍
닭고기케밥,인,575.54mg
닭고기케밥,지질,50.47g
닭고기케밥,철분,4.61mg
닭고기케밥,칼륨,955.43mg
닭고기케밥,칼슘,73.49mg
닭고기케밥,콜레스테롤,216.30mg
부추잡채,베타카로틴,758.59㎍
부추잡채,니아신,4.77mg
부추잡채,나트륨,484.29mg
부추잡채,단백질,27.80g
부추잡채,당질,16.57g
부추잡채,레티놀,44.05㎍
부추잡채,비타민 A,"1,446.49㎍RE"
부추잡채,비타민 B,60.88mg
부추잡채,비타민 C,85.11mg
부추잡채,비타민 E,106.04mg
부추잡채,식이섬유,4.85g
부추잡채,아연,2.60mg
부추잡채,엽산,137.60㎍
부추잡채,인,277.39mg
부추잡채,지질,118.79g
부추잡채,철분,7.90mg
부추잡채,칼륨,"1,294.82mg"
부추잡채,칼슘,102.09mg
부추잡채,콜레스테롤,159.39mg
브로콜리수프,베타카로틴,175.10㎍
브로콜리수프,니아신,0.41mg
브로콜리수프,나트륨,118.80mg
브로콜리수프,단백질,4.61g
브로콜리수프,당질,12.00g
브로콜리수프,레티놀,60.50㎍
브로콜리수프,비타민 A,89.80㎍RE
브로콜리수프,비타민 B,60.10mg
브로콜리수프,비타민 C,20.40mg
브로콜리수프,비타민 E,1.29mg
브로콜리수프,식이섬유,0.86g
브로콜리수프,아연,0.44mg
브로콜리수프,엽산,77.69㎍
브로콜리수프,인,120.80mg
브로콜리수프,지질,11.21g
브로콜리수프,철분,0.47mg
브로콜리수프,칼륨,193.80mg
브로콜리수프,칼슘,100.90mg
브로콜리수프,콜레스테롤,35.50mg
표고버섯조림,베타카로틴,0.06㎍
표고버섯조림,니아신,6.22mg
표고버섯조림,나트륨,944.13mg
표고버섯조림,단백질,6.76g
표고버섯조림,당질,43.37g
표고버섯조림,레티놀,0.00㎍
표고버섯조림,비타민 A,0.01㎍RE
표고버섯조림,비타민 B,60.27mg
표고버섯조림,비타민 C,0.00mg
표고버섯조림,비타민 E,3.05mg
표고버섯조림,식이섬유,9.62g
표고버섯조림,아연,0.26mg
표고버섯조림,엽산,12.65㎍
표고버섯조림,인,117.67mg
표고버섯조림,지질,11.26g
표고버섯조림,철분,1.71mg
표고버섯조림,칼륨,719.40mg
표고버섯조림,칼슘,16.27mg
표고버섯조림,콜레스테롤,0.00mg
인절미,베타카로틴,0.00㎍
인절미,니아신,30.60mg
인절미,나트륨,"16,851.68mg"
인절미,단백질,165.41g
인절미,당질,"1,473.23g"
인절미,레티놀,0.00㎍
인절미,비타민 A,0.00㎍RE
인절미,비타민 B,62.58mg
인절미,비타민 C,0.00mg
인절미,비타민 E,15.15mg
인절미,식이섬유,38.93g
인절미,아연,26.44mg
인절미,엽산,511.68㎍
인절미,인,"3,553.00mg"
인절미,지질,40.46g
인절미,철분,47.77mg
인절미,칼륨,"6,545.22mg"
인절미,칼슘,408.32mg
인절미,콜레스테롤,0.00mg
두부강정,베타카로틴,547.13㎍
두부강정,니아신,1.59mg
두부강정,나트륨,720.91mg
두부강정,단백질,12.34g
두부강정,당질,49.20g
두부강정,레티놀,0.00㎍
두부강정,비타민 A,91.25㎍RE
두부강정,비타민 B,60.53mg
두부강정,비타민 C,3.13mg
두부강정,비타민 E,9.71mg
두부강정,식이섬유,4.12g
두부강정,아연,1.36mg
두부강정,엽산,48.75㎍
두부강정,인,160.19mg
두부강정,지질,12.86g
두부강정,철분,3.82mg
두부강정,칼륨,173.16mg
두부강정,칼슘,208.35mg
두부강정,콜레스테롤,0.00mg
마른새우볶음,베타카로틴,0.00㎍
마른새우볶음,니아신,4.51mg
마른새우볶음,나트륨,"1,369.24mg"
마른새우볶음,단백질,36.78g
마른새우볶음,당질,5.75g
마른새우볶음,레티놀,0.00㎍
마른새우볶음,비타민 A,0.00㎍RE
마른새우볶음,비타민 B,60.45mg
마른새우볶음,비타민 C,0.00mg
마른새우볶음,비타민 E,9.28mg
마른새우볶음,식이섬유,0.46g
마른새우볶음,아연,0.97mg
마른새우볶음,엽산,7.16㎍
마른새우볶음,인,681.81mg
마른새우볶음,지질,14.86g
마른새우볶음,철분,2.82mg
마른새우볶음,칼륨,505.24mg
마른새우볶음,칼슘,"1,258.49mg"
마른새우볶음,콜레스테롤,227.40mg
궁중떡볶이,베타카로틴,825.84㎍
궁중떡볶이,니아신,5.02mg
궁중떡볶이,나트륨,644.91mg
궁중떡볶이,단백질,18.49g
궁중떡볶이,당질,88.89g
궁중떡볶이,레티놀,78.90㎍
궁중떡볶이,비타민 A,216.50㎍RE
궁중떡볶이,비타민 B,60.76mg
궁중떡볶이,비타민 C,7.04mg
궁중떡볶이,비타민 E,52.09mg
궁중떡볶이,식이섬유,4.75g
궁중떡볶이,아연,1.95mg
궁중떡볶이,엽산,21.70㎍
궁중떡볶이,인,239.54mg
궁중떡볶이,지질,74.36g
궁중떡볶이,철분,3.31mg
궁중떡볶이,칼륨,364.95mg
궁중떡볶이,칼슘,67.76mg
궁중떡볶이,콜레스테롤,250.60mg
시금치나물,베타카로틴,"7,301.81㎍"
시금치나물,니아신,1.20mg
시금치나물,나트륨,"1,546.39mg"
시금치나물,단백질,7.43g
시금치나물,당질,12.43g
시금치나물,레티놀,0.00㎍
시금치나물,비타민 A,"1,217.67㎍RE"
시금치나물,비타민 B,60.58mg
시금치나물,비타민 C,121.35mg
시금치나물,비타민 E,7.64mg
시금치나물,식이섬유,7.40g
시금치나물,아연,1.19mg
시금치나물,엽산,293.32㎍
시금치나물,인,92.30mg
시금치나물,지질,6.72g
시금치나물,철분,5.87mg
시금치나물,칼륨,"1,066.95mg"
시금치나물,칼슘,121.52mg
시금치나물,콜레스테롤,0.00mg
오삼불고기,베타카로틴,"4,172.63㎍"
오삼불고기,니아신,16.58mg
오삼불고기,나트륨,"2,359.99mg"
오삼불고기,단백질,69.75g
오삼불고기,당질,55.56g
오삼불고기,레티놀,13.80㎍
오삼불고기,비타민 A,709.34㎍RE
오삼불고기,비타민 B,61.38mg
오삼불고기,비타민 C,46.22mg
오삼불고기,비타민 E,17.49mg
오삼불고기,식이섬유,10.27g
오삼불고기,아연,6.05mg
오삼불고기,엽산,73.76㎍
오삼불고기,인,783.98mg
오삼불고기,지질,88.97g
오삼불고기,철분,4.93mg
오삼불고기,칼륨,"1,687.52mg"
오삼불고기,칼슘,135.23mg
오삼불고기,콜레스테롤,401.30mg
콩나물밥,베타카로틴,19.23㎍
콩나물밥,니아신,10.67mg
콩나물밥,나트륨,402.69mg
콩나물밥,단백질,49.26g
콩나물밥,당질,280.98g
콩나물밥,레티놀,8.40㎍
콩나물밥,비타민 A,11.61㎍RE
콩나물밥,비타민 B,62.63mg
콩나물밥,비타민 C,17.51mg
콩나물밥,비타민 E,3.83mg
콩나물밥,식이섬유,8.72g
콩나물밥,아연,8.41mg
콩나물밥,엽산,29.76㎍
콩나물밥,인,496.69mg
콩나물밥,지질,16.14g
콩나물밥,철분,7.75mg
콩나물밥,칼륨,"1,034.94mg"
콩나물밥,칼슘,125.74mg
콩나물밥,콜레스테롤,44.80mg
수수팥떡,베타카로틴,0.00㎍
수수팥떡,니아신,15.46mg
수수팥떡,나트륨,"1,166.64mg"
수수팥떡,단백질,96.46g
수수팥떡,당질,708.75g
수수팥떡,레티놀,0.00㎍
수수팥떡,비타민 A,0.00㎍RE
수수팥떡,비타민 B,63.22mg
수수팥떡,비타민 C,0.00mg
수수팥떡,비타민 E,5.04mg
수수팥떡,식이섬유,48.79g
수수팥떡,아연,26.12mg
수수팥떡,엽산,902.55㎍
수수팥떡,인,"2,069.20mg"
수수팥떡,지질,14.02g
수수팥떡,철분,17.48mg
수수팥떡,칼륨,"4,258.29mg"
수수팥떡,칼슘,275.39mg
수수팥떡,콜레스테롤,0.00mg
딸기 아이스크림,베타카로틴,49.00㎍
딸기 아이스크림,니아신,0.51mg
딸기 아이스크림,나트륨,235.73mg
