음식이름,주재료,부재료
치즈떡볶이,,설탕
치즈떡볶이,,마늘
치즈떡볶이,,토르티야
치즈떡볶이,,피자치즈
에그타르트,달걀노른자,소금
에그타르트,밀가루,설탕
에그타르트,,탈지분유
에그타르트,,버터
에그타르트,,물
에그타르트,,우유
에그타르트,,버터
에그타르트,,설탕
에그타르트,,박력분
에그타르트,,바닐라빈
에그타르트,,럼
BLT샌드위치,샌드위치,마요네즈
BLT샌드위치,베이컨,토마토케첩
BLT샌드위치,슬라이스,올리브오일
BLT샌드위치,양상추,머스터드
BLT샌드위치,토마토,
BLT샌드위치,양파,
냉이전,냉이,간장
냉이전,새송이버섯,현미식초
냉이전,생표고버섯,고추가루
냉이전,양파,깨소금
냉이전,청고추,달래
냉이전,홍고추,
냉이전,밀가루,
냉이전,식용유,
냉이전,밀가루,
냉이전,물,
냉이전,달걀,
냉이전,소금,
냉이전,후춧가루,
순대,돼지곱창,소금
순대,숙주,된장
순대,배추,간장
순대,두부,새우젓
순대,선지,대파
순대,,마늘
순대,,생강
순대,,후춧가루
순대,,참기름
미소 라멘,돼지고기,미소된장
미소 라멘,간장,라유
미소 라멘,설탕,들깻가루
미소 라멘,물,
미소 라멘,일본라멘면,대파
미소 라멘,대파,양파
미소 라멘,김,생강
미소 라멘,간장,정향
미소 라멘,,통후추
과메기 회무침,과메기,고추장
과메기 회무침,오이,고춧가루
과메기 회무침,양파,식초
과메기 회무침,깻잎,설탕
과메기 회무침,미나리,마늘
과메기 회무침,통깨,
마늘 올리브소스 까펠리니,스파게티,페페론치노
마늘 올리브소스 까펠리니,마늘,올리브유
마늘 올리브소스 까펠리니,,소금
마늘 올리브소스 까펠리니,,후춧가루
마늘 올리브소스 까펠리니,,파슬리
마늘 올리브소스 까펠리니,,조개국물
마늘 올리브소스 까펠리니,,물
마늘 올리브소스 까펠리니,,양파
마늘 올리브소스 까펠리니,,파슬리
마늘 올리브소스 까펠리니,,샐러리
매콤 닭가슴살 덮밥,밥,참치맛장
매콤 닭가슴살 덮밥,통조림,고추장
매콤 닭가슴살 덮밥,양파,올리고당
매콤 닭가슴살 덮밥,부추,참기름
매콤 닭가슴살 덮밥,노란,소금
매콤 닭가슴살 덮밥,청양고추,후추
매콤 닭가슴살 덮밥,대파,
매콤 닭가슴살 덮밥,식용유,
팥죽,팥,쌀
팥죽,,찹쌀가루
팥죽,,따뜻한
팥죽,,물
팥죽,,소금
조기매운탕,조기,두부
조기매운탕,무,홍고추
조기매운탕,,대파
조기매운탕,,마늘
조기매운탕,,고추장
조기매운탕,,고춧가루
조기매운탕,,간장
조기매운탕,,소금
조기매운탕,,멸치국물
약과,우리,조청
약과,소금,물
약과,후춧가루,생강
약과,참기름,
약과,꿀,
약과,소주,
황태포무침,황태포,고춧가루
황태포무침,콩나물,고추장
황태포무침,양파,식초
황태포무침,오이,설탕
황태포무침,고추,소금
황태포무침,대파,마늘
황태포무침,참기름,파
황태포무침,식용유,
황태포무침,깨소금,
단호박떡케이크,멥쌀가루,녹두
단호박떡케이크,단호박,소금
단호박떡케이크,설탕,단호박정과
단호박떡케이크,,호박씨
사과시럽 핫케익,핫케이크,사과
사과시럽 핫케익,계란,흑설탕
사과시럽 핫케익,우유,버터
사과시럽 핫케익,포도씨유,
반세오,반세오,소금
반세오,코코넛밀크,설탕
반세오,물,마늘
반세오,달걀,식용유
반세오,강황가루,
반세오,돼지고기,
반세오,새우,
반세오,쪽파,
반세오,부추,
반세오,숙주,
즉석 동치미,무,물
즉석 동치미,배,소금
즉석 동치미,쪽파,
즉석 동치미,대파,
즉석 동치미,마늘,
즉석 동치미,생강,
즉석 동치미,소금,
즉석 동치미,설탕,
프라이드치킨,닭고기,우유
프라이드치킨,,식용유
프라이드치킨,,닭
프라이드치킨,,후추
프라이드치킨,,청주
프라이드치킨,,마늘
프라이드치킨,,반죽
프라이드치킨,,감자전분
프라이드치킨,,찹쌀가루
프라이드치킨,,베이킹파우더
프라이드치킨,,마늘가루
프라이드치킨,,물
프라이드치킨,,오레가노
프라이드치킨,,찹쌀가루
쇠고기된장찌개,된장,애호박
쇠고기된장찌개,쇠고기,양파
쇠고기된장찌개,,마늘
쇠고기된장찌개,,감자
쇠고기된장찌개,,표고버섯
쇠고기된장찌개,,물
쇠고기된장찌개,,고춧가루
쇠고기된장찌개,,두부
사골우거지국,사골,마늘
사골우거지국,쇠고기,된장
사골우거지국,대파,고춧가루
사골우거지국,우거지,청주
사골우거지국,콩나물,참기름
사골우거지국,,소금
사골우거지국,,후춧가루
닭다리 데리야키구이,닭다리,감자
닭다리 데리야키구이,청주,당근
닭다리 데리야키구이,간장,버터
닭다리 데리야키구이,생강즙,소금
닭다리 데리야키구이,마늘,후춧가루
닭다리 데리야키구이,대파,
닭다리 데리야키구이,식용유,
닭다리 데리야키구이,간장,
닭다리 데리야키구이,맛,
닭다리 데리야키구이,설탕,
치즈채소돼지고기말이,돼지고기,쪽파
치즈채소돼지고기말이,,슬라이스
치즈채소돼지고기말이,,홍고추
치즈채소돼지고기말이,,치커리
치즈채소돼지고기말이,,파슬리
치즈채소돼지고기말이,,생강즙
치즈채소돼지고기말이,,청주
치즈채소돼지고기말이,,맛술
치즈채소돼지고기말이,,양파즙
치즈채소돼지고기말이,,소금
치즈채소돼지고기말이,,후춧가루
북어보푸라기,편북어,소금
북어보푸라기,,간장
북어보푸라기,,고운
북어보푸라기,,설탕
북어보푸라기,,참기름
북어보푸라기,,깨소금
연근 파프리카 볶음,연근,식용유
연근 파프리카 볶음,양파,깨소금
연근 파프리카 볶음,청파프리카,참기름
연근 파프리카 볶음,홍파프리카,소금
연근 파프리카 볶음,노란,후춧가루
연근 파프리카 볶음,표고버섯,
연근 파프리카 볶음,식초,
찹쌀떡,반죽,설탕
찹쌀떡,물,소금
찹쌀떡,적두,녹말가루
찹쌀떡,,팥소용
찹쌀떡,,소금
마늘소스닭튀김,닭다리,마늘
마늘소스닭튀김,마늘,물엿
마늘소스닭튀김,소금,양파즙
마늘소스닭튀김,후춧가루,마요네즈
마늘소스닭튀김,,토마토케첩
마늘소스닭튀김,,고춧가루
마늘소스닭튀김,,황설탕
마늘소스닭튀김,,간장
마늘소스닭튀김,,땅콩
마늘소스닭튀김,,박력분
마늘소스닭튀김,,물
마늘소스닭튀김,,달걀
마늘소스닭튀김,,녹말가루
마늘소스닭튀김,,소금
치킨샌드위치,닭고기,베이컨
치킨샌드위치,식빵,토마토
치킨샌드위치,,에멘탈치즈
치킨샌드위치,,달걀
치킨샌드위치,,로메인
치킨샌드위치,,마요네즈
치킨샌드위치,,소금
치킨샌드위치,,후추
치킨샌드위치,,머스터드
치킨샌드위치,,버터
치킨샌드위치,,식용유
부추납작만두,부추,부추
부추납작만두,돼지고기,물
부추납작만두,김치,밀가루
부추납작만두,,밀가루
부추납작만두,,소금
부추납작만두,,부추즙
부추납작만두,,설탕
부추납작만두,,마늘
부추납작만두,,깨소금
부추납작만두,,참기름
부추납작만두,,후춧가루
아이스크림튀김,아이스크림,밀가루
아이스크림튀김,식빵,달걀
아이스크림튀김,식용유,물
아이스크림튀김,,딸기아이스크림
추어탕,미꾸라지,시래기
추어탕,우거지,고춧가루
추어탕,,된장
추어탕,,참기름
추어탕,,마늘
추어탕,,소금
추어탕,,대파
추어탕,,생강
추어탕,,청양고추
추어탕,,물
추어탕,,마늘
추어탕,,들깨가루
잡곡밥,쌀,물
잡곡밥,현미,
잡곡밥,적두,
잡곡밥,차조,
등심스테이크와 감자구이,쇠고기,감자
등심스테이크와 감자구이,사방,마늘
등심스테이크와 감자구이,,버터
등심스테이크와 감자구이,,밀가루
등심스테이크와 감자구이,,토마토
등심스테이크와 감자구이,,우유
등심스테이크와 감자구이,,물
등심스테이크와 감자구이,,설탕
등심스테이크와 감자구이,,오레가노
등심스테이크와 감자구이,,소금
등심스테이크와 감자구이,,통후추
등심스테이크와 감자구이,,소금
등심스테이크와 감자구이,,후춧가루
등심스테이크와 감자구이,,올리브오일
곤약 간장드레싱 무침,곤약,설탕
곤약 간장드레싱 무침,오이,마늘
곤약 간장드레싱 무침,파프리카,레몬즙
곤약 간장드레싱 무침,노랑,진간장
곤약 간장드레싱 무침,양파,후춧가루
곤약 간장드레싱 무침,,통깨
돌나물물김치,돌나물,오이
돌나물물김치,,쪽파
돌나물물김치,,마늘
돌나물물김치,,생강
돌나물물김치,,야채육수
돌나물물김치,,무
돌나물물김치,,당근
돌나물물김치,,양파
돌나물물김치,,대파
돌나물물김치,,고추
돌나물물김치,,다시마
돌나물물김치,,표고버섯
돌나물물김치,,청주
돌나물물김치,,맛술
돌나물물김치,,물
돌나물물김치,,사과
돌나물물김치,,배
돌나물물김치,,홍고추
돌나물물김치,,소금
돌나물물김치,,설탕
돌나물물김치,,피시소스
과메기고추장조림,과메기,실파
과메기고추장조림,,통깨
과메기고추장조림,,마늘
과메기고추장조림,,청주
과메기고추장조림,,고추장
과메기고추장조림,,물엿
과메기고추장조림,,맛술
과메기고추장조림,,설탕
과메기고추장조림,,마늘
갈치국,갈치,마늘
갈치국,배춧잎,국간장
갈치국,무,청주
갈치국,홍고추,소금
갈치국,,후춧가루
갈치국,,물
호두강정,호두,식용유
호두강정,설탕,
호두강정,물엿,
호두강정,물,
상추쌈과 고기쌈장,상추,두부
상추쌈과 고기쌈장,쇠고기,고춧가루
상추쌈과 고기쌈장,,마늘
상추쌈과 고기쌈장,,된장
상추쌈과 고기쌈장,,참기름
상추쌈과 고기쌈장,,소금
상추쌈과 고기쌈장,,후춧가루
상추쌈과 고기쌈장,,쌀뜨물
양배추찜과 고기두반장소스,양배추,쇠고기
양배추찜과 고기두반장소스,소금,두반장
양배추찜과 고기두반장소스,,물녹말
양배추찜과 고기두반장소스,,다시마
양배추찜과 고기두반장소스,,청주
양배추찜과 고기두반장소스,,간장
양배추찜과 고기두반장소스,,설탕
양배추찜과 고기두반장소스,,마늘
양배추찜과 고기두반장소스,,참기름
양배추찜과 고기두반장소스,,소금
양배추찜과 고기두반장소스,,후춧가루
미나리무침,미나리,소금
미나리무침,,양념
미나리무침,,참기름
미나리무침,,마늘
미나리무침,,설탕
미나리무침,,대파
누룽지백숙,닭고기,물
누룽지백숙,속재료,마늘
누룽지백숙,황기,대파
누룽지백숙,대추,소금
누룽지백숙,당귀,대파
누룽지백숙,둥굴레,
누룽지백숙,헛개나무,
누룽지백숙,찹쌀누룽지,
양배추물고추김치,양배추,홍고추
양배추물고추김치,깻잎,고춧가루
양배추물고추김치,실파,식초
양배추물고추김치,청양고추,마늘
양배추물고추김치,소금,참기름
양배추물고추김치,,설탕
양배추물고추김치,,까나리액젓
양배추물고추김치,,소금
양배추물고추김치,,후춧가루
양배추물고추김치,,통깨
양배추물고추김치,,물
고추장 황태구이,황태포,고추장
고추장 황태구이,실파,간장
고추장 황태구이,청고추,설탕
고추장 황태구이,홍고추,참기름
고추장 황태구이,,통깨
고추장 황태구이,,포도씨유
주꾸미 샤부샤부 볶음과 부추 샐러드,주꾸미,밀가루
주꾸미 샤부샤부 볶음과 부추 샐러드,,청주
주꾸미 샤부샤부 볶음과 부추 샐러드,,볶음
주꾸미 샤부샤부 볶음과 부추 샐러드,,고추장
주꾸미 샤부샤부 볶음과 부추 샐러드,,물엿
주꾸미 샤부샤부 볶음과 부추 샐러드,,참기름
주꾸미 샤부샤부 볶음과 부추 샐러드,,마늘
주꾸미 샤부샤부 볶음과 부추 샐러드,,진간장
주꾸미 샤부샤부 볶음과 부추 샐러드,,고추기름
주꾸미 샤부샤부 볶음과 부추 샐러드,,대파
주꾸미 샤부샤부 볶음과 부추 샐러드,,후추
주꾸미 샤부샤부 볶음과 부추 샐러드,,생강즙
주꾸미 샤부샤부 볶음과 부추 샐러드,,녹말물
주꾸미 샤부샤부 볶음과 부추 샐러드,,영양부추
주꾸미 샤부샤부 볶음과 부추 샐러드,,적채
주꾸미 샤부샤부 볶음과 부추 샐러드,,비트
주꾸미 샤부샤부 볶음과 부추 샐러드,,연겨자
주꾸미 샤부샤부 볶음과 부추 샐러드,,식초
주꾸미 샤부샤부 볶음과 부추 샐러드,,연유
주꾸미 샤부샤부 볶음과 부추 샐러드,,땅콩버터
주꾸미 샤부샤부 볶음과 부추 샐러드,,후추
주꾸미 샤부샤부 볶음과 부추 샐러드,,소금
주꾸미 샤부샤부 볶음과 부추 샐러드,,물
주꾸미 샤부샤부 볶음과 부추 샐러드,,오징어
닭가슴살채소볶음밥,닭가슴살,올리브오일
닭가슴살채소볶음밥,브로콜리,밥
닭가슴살채소볶음밥,당근,소금
닭가슴살채소볶음밥,피망,
닭가슴살채소볶음밥,양파,
닭가슴살채소볶음밥,표고버섯,
새우 브로콜리볶음,칵테일새우,굴소스
새우 브로콜리볶음,브로콜리,청주
새우 브로콜리볶음,양파,녹말물
새우 브로콜리볶음,당근,녹말가루
새우 브로콜리볶음,마늘,참기름
새우 브로콜리볶음,올리브,소금
새우 브로콜리볶음,,후춧가루
콩나물해장국,콩나물,마늘
콩나물해장국,배추김치,대파
콩나물해장국,,김
콩나물해장국,,달걀
콩나물해장국,,청양고추
콩나물해장국,,들깻가루
콩나물해장국,,소금
콩나물해장국,,황태머리
콩나물해장국,,황태머리
